DATE,Actual,ARIMA,SARIMAX,XGBoost,LinearRegression
2019-02-01,4.7000748290280425,-0.00011355161109298092,4.8991548402562435,4.6011486,5.637940805138331
2019-03-01,4.648674978585229,-0.00011355161109298092,4.826105744865625,4.6011486,5.641920194452225
2019-04-01,4.480239416033388,-0.00011355161109298092,4.721476747533139,4.6011486,5.645899583766118
2019-05-01,4.528537490940486,-0.00011355161109298092,4.736045838673904,4.6011486,5.649878973080012
2019-06-01,4.602048318025333,-0.00011355161109298092,4.833335578442629,4.6011486,5.653858362393906
2019-07-01,4.735484158262309,-0.00011355161109298092,4.91360917216636,4.6011486,5.6578377517078
2019-08-01,4.7216608313121915,-0.00011355161109298092,4.9376212697237705,4.6011486,5.661817141021693
2019-09-01,4.636022326264598,-0.00011355161109298092,4.822443041739144,4.6011486,5.665796530335586
2019-10-01,4.541384448104761,-0.00011355161109298092,4.747975998911012,4.6011486,5.669775919649481
2019-11-01,4.604952162222637,-0.00011355161109298092,4.7665069446899295,4.6011486,5.673755308963374
2019-12-01,4.699810141242112,-0.00011355161109298092,4.906950429446336,4.6011486,5.677734698277268
2020-01-01,4.7271125595930865,-0.00011355161109298092,4.96153715499662,4.6011486,5.681714087591161
2020-02-01,4.669319881542792,-0.00011355161109298092,4.917921592184169,4.6011486,5.6856934769050556
2020-03-01,4.570467969037912,-0.00011355161109298092,4.844872496793551,4.6011486,5.689672866218949
2020-04-01,4.456196747753959,-0.00011355161109298092,4.740243499461064,4.6011486,5.693652255532842
2020-05-01,4.469513107121123,-0.00011355161109298092,4.754812590601829,4.6011486,5.697631644846736
2020-06-01,4.6030459313559735,-0.00011355161109298092,4.8521023303705535,4.6011486,5.70161103416063
2020-07-01,4.746751342155141,-0.00011355161109298092,4.932375924094286,4.6011486,5.705590423474524
2020-08-01,4.7179951730318495,-0.00011355161109298092,4.956388021651696,4.6011486,5.709569812788417
2020-09-01,4.5856223662257145,-0.00011355161109298092,4.84120979366707,4.6011486,5.713549202102311
2020-10-01,4.5188363975652885,-0.00011355161109298092,4.7667427508389375,4.6011486,5.717528591416205
2020-11-01,4.532513467947818,-0.00011355161109298092,4.785273696617856,4.6011486,5.721507980730098
2020-12-01,4.724446328627478,-0.00011355161109298092,4.925717181374263,4.6011486,5.725487370043992
2021-01-01,4.762164533044158,-0.00011355161109298092,4.980303906924546,4.6011486,5.729466759357885
2021-02-01,4.737230371918576,-0.00011355161109298092,4.9366883441120955,4.6011486,5.73344614867178
2021-03-01,4.592266287645568,-0.00011355161109298092,4.863639248721477,4.6011486,5.737425537985673
2021-04-01,4.472915692067032,-0.00011355161109298092,4.7590102513889905,4.6011486,5.741404927299567
2021-05-01,4.496817420234045,-0.00011355161109298092,4.7735793425297555,4.6011486,5.74538431661346
2021-06-01,4.646516523016784,-0.00011355161109298092,4.87086908229848,4.6011486,5.749363705927355
2021-07-01,4.723275836265448,-0.00011355161109298092,4.951142676022212,4.6011486,5.753343095241248
2021-08-01,4.7380817615657085,-0.00011355161109298092,4.975154773579622,4.6011486,5.757322484555141
2021-09-01,4.610531786883429,-0.00011355161109298092,4.859976545594996,4.6011486,5.761301873869035
2021-10-01,4.517812203483164,-0.00011355161109298092,4.785509502766864,4.6011486,5.765281263182929
2021-11-01,4.584288676908204,-0.00011355161109298092,4.804040448545782,4.6011486,5.769260652496823
2021-12-01,4.683276866924562,-0.00011355161109298092,4.944483933302189,4.6011486,5.773240041810716
2022-01-01,4.833734219906689,-0.00011355161109298092,4.999070658852473,4.6011486,5.77721943112461
2022-02-01,4.733186900689586,-0.00011355161109298092,4.955455096040022,4.6011486,5.781198820438504
2022-03-01,4.630536717785357,-0.00011355161109298092,4.882406000649404,4.6011486,5.785178209752397
2022-04-01,4.515073691276647,-0.00011355161109298092,4.777777003316917,4.6011486,5.789157599066291
2022-05-01,4.547098178477917,-0.00011355161109298092,4.792346094457682,4.6011486,5.793136988380184
2022-06-01,4.654777159335206,-0.00011355161109298092,4.889635834226406,4.6011486,5.797116377694079
2022-07-01,4.754106437138793,-0.00011355161109298092,4.969909427950139,4.6011486,5.801095767007972
2022-08-01,4.742996342895482,-0.00011355161109298092,4.993921525507549,4.6011486,5.805075156321866
2022-09-01,4.61505318784204,-0.00011355161109298092,4.878743297522923,4.6011486,5.809054545635759
2022-10-01,4.511784353439336,-0.00011355161109298092,4.80427625469479,4.6011486,5.813033934949653
2022-11-01,4.603962456976921,-0.00011355161109298092,4.822807200473709,4.6011486,5.817013324263547
2022-12-01,4.773813622347073,-0.00011355161109298092,4.963250685230116,4.6011486,5.820992713577441
2023-01-01,4.748758710693021,-0.00011355161109298092,5.017837410780399,4.6011486,5.824972102891334
2023-02-01,4.660099561812088,-0.00011355161109298092,4.974221847967948,4.6011486,5.828951492205228
2023-03-01,4.64753786532186,-0.00011355161109298092,4.90117275257733,4.6011486,5.832930881519122
2023-04-01,4.496791787766846,-0.00011355161109298092,4.796543755244843,4.6011486,5.836910270833015
2023-05-01,4.519582885429204,-0.00011355161109298092,4.811112846385608,4.6011486,5.840889660146909
2023-06-01,4.6126590741335685,-0.00011355161109298092,4.908402586154333,4.6011486,5.844869049460803
2023-07-01,4.764625627795567,-0.00011355161109298092,4.988676179878065,4.6011486,5.848848438774697
2023-08-01,4.768961955081746,-0.00011355161109298092,5.012688277435475,4.6011486,5.85282782808859
2023-09-01,4.643047689747097,-0.00011355161109298092,4.897510049450849,4.6011486,5.856807217402484
2023-10-01,4.549046295667637,-0.00011355161109298092,4.823043006622717,4.6011486,5.860786606716378
2023-11-01,4.599865139077547,-0.00011355161109298092,4.841573952401635,4.6011486,5.864765996030271
2023-12-01,4.688220059909165,-0.00011355161109298092,4.982017437158042,4.6011486,5.868745385344165
2024-01-01,4.822154809986717,-0.00011355161109298092,5.036604162708326,4.6011486,5.872724774658058
2024-02-01,4.664622356045618,-0.00011355161109298092,4.992988599895875,4.6011486,5.876704163971953
2024-03-01,4.588252892111081,-0.00011355161109298092,4.9199395045052565,4.6011486,5.880683553285846
2024-04-01,4.50485138395053,-0.00011355161109298092,4.81531050717277,4.6011486,5.88466294259974
2024-05-01,4.5614888992517795,-0.00011355161109298092,4.829879598313535,4.6011486,5.888642331913633
2024-06-01,4.69265345162076,-0.00011355161109298092,4.927169338082259,4.6011486,5.892621721227527
2024-07-01,4.788226472801828,-0.00011355161109298092,5.007442931805992,4.6011486,5.896601110541421
2024-08-01,4.774179358221435,-0.00011355161109298092,5.031455029363402,4.6011486,5.900580499855314
2024-09-01,4.651019840617609,-0.00011355161109298092,4.916276801378776,4.6011486,5.904559889169208
2024-10-01,4.5670964947535815,-0.00011355161109298092,4.841809758550643,4.6011486,5.908539278483102
